Name,Date,Rating,Review
Leah Lucci,tates 🇺🇸 on 2 May 2018,5,"Equality is such a simple concept that it takes no more than a children’s story to make a point about it. For more Marlon Bundo’s in our lives.
"
Kindle Customer,tates 🇺🇸 on 8 May 2018,5,"I have to put in a bunch of words just to make a review. I don't like that at all.  It has me quite peeved.I feel the exact opposite about the book.  Buy it.
"
Amazon Customer,tates 🇺🇸 on 1 April 2018,5,"Wonderful book and opens up the discussion of gay marriage.  Our almost 7 year old granddaughter loved it. She spoke about the same gender couples she knows, as we read Marlon Bundo. Fantastic illustrations.
"
Kevin12,tates 🇺🇸 on 8 July 2018,5,"This is really a wonderful book!  So happy to see it hit the No. 1 seller!  I've had a wonderful time with it, but really think I need to go ahead and purchase the audiobook!
"
Chris C,tates 🇺🇸 on 16 May 2018,5,"This is a sweet love story that seems to be causing so much fear among those who have never read it but are outraged anyway.  In this story love wins.  It's  just that simple.
"
E. Caruson,tates 🇺🇸 on 30 April 2018,5,"We bought the product to show our support for the message John Oliver was delivering... We loved the book!
"
E. Caruson,une 2021,5,"LOVE LOVE LOVE This book & love Mr. Oliver. I am a little bummed because mine came with a page ripped. I'm going to keep it as who knows when it will be back in stock!
"
AmandaTee,March 2018,1,"Big fan of Last Week Tonight, liked how they were donating the proceeds to a good cause, so I picked it up for my nephew.  Nice story.
"
Nivedita Nair,tates on 22 December 2018,5,"Great book, my grand-daughter loves reading it!
"
Kindle Customer,tates on 26 April 2018,5,"Amazing book, the kids love it!It's really well written, very sweet story, nice drawings and it's about time that we'd teach our kids about homosexuality.
"
veronica villa,tates on 3 April 2018,5,"Wonderful, positive, uplifting story about a brave bunny and his friends who successfully resist and overthrow a vicious, narrow-minded stink bug, voting him out of office. True love conquers all in this lovely fable for our times.
"
Nik,tates on 31 August 2018,5,"What can I say....love what you are doing John Oliver!  And a great fun book ... particularly when unsuspecting visitors read it to my kiddo and start the double take 1/2 way through.
"
Cm,tates on 18 April 2018,5,"Excellent writing - I bought a few as gifts as well
"
J.A.R.S.,ingdom on 11 July 2020,5,"Great book. Good message. I love everything about this book from the story, to the illustrations, to the message it convays that different is ok and love is forever, while politicians are just temporary.
"
Beat5202,tates on 24 March 2018,5,"Love it!!
"
Beat5202,tates on 19 May 2018,5,"It took awhile to get it due to the popularity of the book but it was worth it.Great learning tool for young kids and a sense of ""standing up to the man"" for adults.
"
BKR,tates on 20 March 2018,5,"The story was very well written for a children’s book and there were plenty of subtle and not so subtle jokes that the kids won’t understand but the parents will. Great book and great cause.
"
Alan R. Vance, 11 May 2020,5,"Great children’s book! Story is a great way to teach children about tolerance & acceptance. Illustrations are wonderful & it’s good to know the money I paid is being donated to help the LGTBQ community.
"
Gabu,4 June 2021,5,"Funny little take on real life America, amusing story line. John Oliver wins again. Don't let the real stink bug ruin your life!
"
Karin Z.,22 March 2018,1,"John Oliver and his team do great work. And the charities supported by this book are even greater. Please consider purchasing this genuine children's book in support of great LGBT causes.
"
Diane Dayton,tates 🇺🇸 on 27 November 2019,5,"Loved the book.  Important  for children to know that you can be attracted to anyone because love is about enjoying who you're with and wanting to be with them all the time .
"
Nivedita Nair,tates 🇺🇸 on 5 November 2018,5,"there are tonso f little wonderful details. Like in the last pages after the story you see a dedication 'for everybunny who felt different""we need books like this
"
Kindle Customer,tates 🇺🇸 on 26 March 2018,4,"I wasn't expecting this...but I literally teared up a little at the ending. I adore this book! So excited to share it with my toddler. Great work Last Week Tonight! And kudos to the author and illustrator! Beautiful!
"
Jordan Corzette,tates 🇺🇸 on 19 March 2018,5,"This was an amazing read. Great story. Perfect for kids and it helps a great cause! This is a great book and everyone should own it and read it to as many children as they can.
"
Sally C.,tates 🇺🇸 on 21 June 2018,5,"I bought this book because John Oliver is amazing, and Pence is very much not amazing. My daughter loves the book. It's funny with a great message of acceptance and love.
"
Leslie,tates 🇺🇸 on 20 March 2018,5,"one of the best children's stories i have read.  Mike Pence's pet rabbit is an amazing animal with a really cool set of friends.  Its too bad that stink bug is around.
"
Jeff,tates 🇺🇸 on 11 August 2018,5,"Great for teaching kids about an important subject, you love who you love and it doesn't matter what gender they are.  It's a cute story about some bunnies, and is not preachy or comical.
"
kitty's mom,tates 🇺🇸 on 20 March 2018,5,"This book has a sweet and funny story with a good message, and good illustrations.  Can't wait to share it with our kids, nieces, and nephews.
"
Amazon Customer,tates 🇺🇸 on 19 March 2018,5,"Love should always prevail, not bigotry. It's important than we teach our children that as well and this is a beautifully written book that children will understand.
"
Ellie,tates 🇺🇸 on 30 May 2018,5,"I absolutely loved it.  The story is heartwarming and the ending had me going, ""Awwwwwww"".  I got a few good chuckles out of it, too.  Artwork is adorable.  Kudos to all involved.
"
LinSAYable,une 2021,5,"This book is beyond adorable, and the message is wonderful! I’m so happy to have this in my library for my future children. I wish we had kids books like this when we were young.
"
Xiel,March 2018,1,"My young son asks me to read this book to him almost every night, and loves cheering along with all of the animal friends as they celebrate love and acceptance. Such a gem!
"
MC,tates on 21 February 2021,4,"What can we say about Marlon execpt everybody should experience love. Our vice president was very offended because he never realized Marlon was in the closet. Well Marlon is out and doing great.
"
Nivedita Nair,tates on 3 September 2018,4,"Boy bunnies get to marry boy bunnies you evil grasshopper!!  Hahahahaha... my daughter and I love this book and read/laugh/enjoy it nightly.  John Oliver is amazing and the country NEEDS more people like him...
"
Kindle Customer,tates on 11 July 2019,5,"Love it! Love the hardback; love the Audible audio book; love it all.  The fact that this is a best seller makes me feel better about the world. Stink bugs are temporary. Love is forever.
"
Jaime Perrelli,tates on 19 March 2018,5,"Amazing book!  I want a bow tie like Marlon Bundo has.  There is a scary part, but it turns out very happy.  I'd highly recommend this book for people of all ages!
"
Amazon Customer,tates on 8 June 2018,5,"The book is a beautifully illustrated, well written story about love, equality, and differences and who decides who is in charge. The audible version is read by some very familiar voices who do an excellent job.
"
Jen Si,tates on 12 April 2019,5,"Hilarious and proceeds go to a good cause.  Saw on Jon Oliver show.  Bought on Amazon.  Had to wait several weeks as first run sold out immediately.  Should ship normally now.
"
steph,tates on 19 March 2018,5,"Kudos to John Oliver and team, such a creative and wonderful way to subvert Mike Pence's shameful agenda.  Kids loved it!
"
Z A B,tates on 16 October 2018,5,"What an amazing book! Definitely gonna read this to every kid i get a chance to, because it promotes so many important values. And it has the added benefit of funding very important causes in this world and hopefully pissing off a certain Stink Bug who should not be in charge of anyone. Because horrible people like that don't deserve a say in anybodies life. Good think Stink Bugs don't last.
"
Ninja Goldberg, April 2018,5,"I loved it, also got  2 others. If your fed up with this 1st year from Hell, its really points out all the loses the rights of people, unless you need a gun.
"
Pixie, March 2018,5,"This was a fantastic book about being yourself! I purchased after seeing it on Last Week because I loved the idea behind it. Both my kids loved the book and thought it was a great story.
"
Melissa Carr,une 2021,5,"A delightful little book that handles the content with flair. I would read this to children, although the subtext would go over their heads. I give praise to all involved with its development for their ingenuity.
"
thirdshiftweirdo,March 2018,1,"Our daughter can't get enough of this. It's a very cute story of love, bunnies, and realizing that it's ok to be different.
"
Jessica,tates on 25 March 2018,5,"Haven't even read the book yet, but I like John Oliver and I wanted to support the cause that it was raising money for, so that's good enough for me.
"
Nivedita Nair,tates on 28 March 2018,5,"Besides the fact that it pisses pence off,  this book alone is an awesome one.  It’s nice is warm-hearted, and it is a lovely story
"
Kindle Customer,tates on 23 October 2019,5,"Hilarious book! Thank you John Oliver and staff! Love supporting his projects.
"
Flowerpower5,tates on 2 April 2018,5,"I love everything about this.  I wish they released it in a board book as well so I could read it to my toddler without him damaging the pages with enthusiastic pointing.
"
Johnny K,tates on 19 March 2018,5,"This is a wonderful book about love, tolerance, friendship, and joy, but I do believe the biggest lesson here is in respectful disagreement and how to affect change in a nonviolent, cooperative, and democratic manner.
"
K Fitzgibbons,tates on 28 May 2018,5,"Very cute book. A good way do discuss gay rights with one's children. I bought it for my niece and nephew, they really enjoyed it. Nice way to donate to a good cause.
"
Kindle Customer,tates on 26 July 2019,5,"I initially bought this book to support the cause and because I love John Oliver.  Was pleasantly surprised at how well done the story was - a legit kids book with a great message.
"
Foregonelegacy,tates on 28 April 2018,5,"What a joy to learn that even though stink bugs, especially white-haired stink bugs, may not approve of being different, it doesn't matter.  Being different is good!
"
sblack,tates on 23 November 2018,5,"Even though this book only took me a few minutes to read, it was heartwarming. I know that I'm not exactly the target audience for this, considering it's a book for children, but it's still a joy to read.Furthermore, since all the proceeds of this book go to two great projects that need all the support they can get, you can't go wrong with this.Thank you so much for making this. ♡
"
C. arbelaez,tates on 20 March 2018,5,"Great Satire.  Pence is a disgrace to the country of course.  The lesson in Bundo is one we all need to remember.  AND it can be read to kids as well.
"
Cynthia Anne,une 2021,5,"Lovely illustrations, and a charming story. And the satire is, for the most part, only gently biting. This combined with the fact that all of the profits go to charity, make the book completely irresistible!
"
Marion D.,March 2018,1,"I loved the story. bought a copy for a friend. They said it would be there by the 11th of July. Didn't show up until the 15th. It wouldn't have been such a big deal if it hadn't been a birthday present.
"
Marion D.,tates on 25 April 2018,5,"This copy of ""A Day In The Life of Marlon Bundo"" is a poignant satire mimicking Vice President Pence's family storybook. It's a socially and politically correct ideal, highlighting the legitimacy of LGBT rights and marriage equality.
"
 Online Shopper,tates on 18 April 2018,5,"This is the perfect bedtime story for reminding children that, ""Love is Love."" The companion audio book was a nice touch, to add to my little one's iPad for re watching/re-listening whenever he chooses.
"
Nivedita Nair,tates on 5 May 2020,5,"I loved the book my granddaughter loved the book as well I bought all three books audio, iBooks and the hardcover my granddaughter loves listening to the audio which Lea looking at the book great book
"
Kindle Customer,tates on 20 March 2018,5,"I am the stinkiest and I am important! Someone got that first part right!I love love love John Oliver.And I even love Marlon & Wesley more.They are the cutest and yes being next to the person you love does make you braver.I would recommend this book to everyone. It has beautiful illustrations, a wonderful messageand it is 100% appropriate for children.Go buy it!Yay!!!
"
Jaques M,tates on 22 April 2018,5,"Bought to support pissing off Pence and also to support the charities the book is donating proceeds to... It's also actually a really cute / well done children's book for the progressive family.
"
Cariksons,tates on 24 June 2018,5,"A master stroke by Oliver and crew.  Sensitively written and beautifully designed and illustrated.  Now if we could just have a child's introduction to our system of government and the impeachment process!
"
S. President,tates on 6 May 2018,5,"I LOVE John Oliver's sense of humour.  He takes no prisoners.  This book is whimsical and timely.  That he donates all of the proceeds to charities that matter is a bonus.
"
Micah,tates on 19 March 2018,5,"This is a great book to buy and support a great cause.
"
Dana Brantley-Sieders,tates on 18 July 2018,5,"Answers the age-old question ""how do I explain that to my kids?""Kidding aside truly is a great children's book and fun for adults as well. Sits on my coffee table at the moment
"
Calvin's Dad,tates on 21 March 2018,5,"Wir haben das Buch für unsere kleine Tochter zu Ostern und eine weitere Ausgabe für ihren besten Freund gekauft. Die Geschichte ist wunderschön und unheimlich süß.Mit dem Kauf an zwei Wohltätige Organisationen zu spenden UND Mike Pence zu ärgern, ist ein großartiger Nebeneffekt.Danke John Oliver!
"
rachel,une 2021,5,"Fun, gentle read but incisive.  Worthwhile.Excellent gift for children especially children who need to know that different is not wrong.
"
P. C. Fague,March 2018,1,"Out of the mouths of bunnies come carrots, lettuce, and truths. Marlon, may your marital bliss be far longer-lasting than the stench left behind by The Stink Bug.
"
Ncm,tates on 4 April 2018,5,"I read this book after an incredibly long and hard day at work. It was the perfect pick-me-up. I think I will read it to my students.
"
Alice Gaïa,tates on 10 May 2018,5,"Watch Johnny O every week and was excited for the book. Pretty clever and a little snarky so it was worth it
"
Nivedita Nair,tates on 19 March 2018,5,"Fricking, absolute, delightful genius. Wonderful pictures to go with the story and Jim Parson's reading voice is just the perfect cherry on top!
"
Kindle Customer,tates on 9 October 2019,5,"So excited to finally get my Marlon Bundo book! It is a wonderful story of how it is okay to be just who you are. Such an important lesson for kids and adults alike.
"
Chrissi G,tates on 29 April 2018,5,"This is the book I wish I had when I was young and feeling different. I bought two copy’s. One for my library and I’ll donate the other copy to my local library. Great book.
"
Amazon Customer,tates on 4 June 2018,5,"Bought this for my niece and nephew and they love it! They want more of the bunny book. It also may have made me tear up but that's neither here nor there.
"
Kenneth D. Ladage,tates on 6 May 2018,5,"This book was adorable and taught (or reinforced) that it's okay to be different and you can marry anyone you please. Also, showed that bully's won't be around forever and you can vote them out.
"
Phox,tates on 19 March 2018,5,"Have now purchased second copy for gift. I like the sentiments expressed. Book has message to big people or little ones. It is nice and amusing.
"
Singer,tates on 21 March 2018,5,"Bought this because my wife and I thought the concept was hilarious, but it's actually a great gift for a kid.
"
Maria G,tates on 30 May 2018,5,"Honestly, I didn’t expect Marlon Bundo to be this good.  I purchased it to prove a point.  The wonderful thing.... the book truly represents the entire reason I purchased it.  Just wonderful!
"
Nicci B,une 2021,5,"I loved how true was shown as beautiful no matter who it is tou love! I love it thowarts stinky mean people. I buying it for all my friends and family for Christmas!
"
Tarotfox,March 2018,1,"Our first purchase for our baby, love the story and that proceeds go to the Trevor project.
"
Surreal2000,tates on 19 March 2018,5,"This story was so cute. I would highly recommend it to any parent of a small child. Its clear message of love thy neighbor for him/herself rather than a stereotypical ideal is applicable to everyone.
"
Amazon Customer,tates on 21 April 2018,5,"Great illustration, I can't say much about the story, other than I liked it, because I'm not used to children tales. I loved the narrators' voices and liked that I could recognize those familiar ones.
"
Nivedita Nair,tates on 8 December 2018,5,"I love everything about this book! I love the story, the message, the fact that the proceeds go to two very good causes. Thank you John Oliver for being a light in such dark times!
"
Kindle Customer,tates on 28 May 2018,5,"My kids had been waiting for weeks for the book to arrive, and it was all worth it. We had read it together several times already and had learned that love always wins.
"
RD2967,tates on 31 July 2019,5,"Great book for kids- delicate lessons about community action and democracy- I believe proceeds go to LGBTQ charities
"
Amazon Customer, March 2018,5,"I heard about this on LWTwJO and got a little teary eyes during the preview but the book was so much better! Adorable, so glad to support in this way
"
S.B.,tates on 30 April 2018,5,"Marlon Bundo is one funny bunny. I know I'm not going to be the first to say that, but I don't care! The drawing of the stink bug was worth the purchase price!
"
OutdoorJeremy,tates on 20 March 2018,5,"what a wonderful story and the reason for it's creation was important and a bit comical too. I am so happy to have supported this message and the cause of it.
"
Workin’ Mom,tates on 30 August 2018,5,"I finally received my copy of Marlon Bundo and it is fabulous. If you don't have it, get it! It is so sweet and adorably illustrated as well as written. I highly recommend this book.
"
Amazon Customer,tates on 21 March 2018,5,"If only it were that easy to get rid of stink bugs in real life. My kids love the story, it is beautifully illustrated with a touching and heartfelt story.
"
Lisa Gribble,une 2021,5,"When I heard about this book by John Oliver.....I had to get it. He is the best comedian out there. Plus 1. Great message. 2. Great cause. 3. Cutest bunny book out there.
"
Jennifer L. Zuba,March 2018,1,"Absolutely adorable, and a great way to introduce young children to the ideas of marriage equality and acceptance, friendship, how voting works, and cute bunny rabbits. I'd recommend it for kids and adults alike.
"
Kindle Customer,tates on 19 March 2018,5,"Love This Book!! I've read it several times with different kids/reading levels. They all enjoy the illustrations and can read most of it without help. Teaches an important message in a fun way!
"
Samantha,tates on 21 March 2018,5,"A charming, humorous, tale with endearing characters and a timely message. Love is love, folks. Just ask any bunny.Bonus buying incentive for the proceeds going to important charities! Thanks so much for your support!
"
Nivedita Nair,ingdom on 26 July 2018,5,"A reminder of what we should teach our future generations : compassion is not a trade mark of religion but belongs to all of us and we can express it without fear of beeing punished!
"
Kindle Customer,tates on 25 May 2018,5,"We are all different in some way and that's okay.  Two boy bunnies can ho together for the rest of their lives.
"
Hannah Ball,tates on 21 April 2018,5,"Great way to teach my son that love comes in all shapes and sizes... plus it's a fun way to stick it to the Trump administration, even being a Canadian.
"
RemiGoose,tates on 22 January 2019,5,"I love you, John Oliver. This book is fantastic. I’ll be reading to every child and adult who comes into my home (and playing it for everyone I visit). Yay for Marlon Bundo. You do you!
"
Stanley,tates on 26 December 2020,5,"Great book. Both of my kids (ages 3 and 11) enjoyed this book. The 3 year old thinks there weren’t enough cats and he wishes they had worn pink, but I personally liked the purple.
"
Jefferson Curtis,tates on 19 March 2018,5,"One of the best social awareness projects designed by John Oliver and his team. I was happy to have contributed to it.
"
Nestor,tates on 17 April 2018,5,"Such a cute story, made me go ""awwww"" multiple times.  The paper dust cover was very unexpected, as well as the hard cover.  The folks at Last Week Tonight really understand Entertainment.
"
alison e maclennan,tates on 22 May 2018,5,"My fourth graders loved this book as an intro to identity markers 💚💙💜
"
Sara C Murphy,une 2021,5,"Great kids book. Also a great book for adults but I doubt that the ones who can learn the most from it will actually read it. Covers some really important topics in a child friendly way and I'll be ordering the hard cover version for my niece.
"
Genxurbanhippie,March 2018,1,"I found the story full of fun and smiles. I hope every child gets to know these awesome bunnies and I hope there are plenty of follow up books to read about there adventures.
"
Jason L.,tates on 29 May 2018,5,"This inclusion of love is the narrative we need for all of our children today... Different is GOOD! Different is GREAT!!! Different is the best way to make sure anyone you love is ok!
"
Cat Christine Ellen,tates on 10 March 2020,5,"I only like to eat sandwiches that have been cut in half diagonally and I would never, ever, ever vote for a stink bug!!!!!
"
Nivedita Nair,tates on 21 March 2018,5,"This is the best book I’ve read in a long time. It is the loveliest, sweetest, most innocent presentation of the idea that we can all be different, perfectly appropriate for children.
"
Kindle Customer,tates on 19 March 2018,5,"Such a wonderful story about love. Just plain and simple love. We need more like this! And I am even more happy that it is outselling Charlotte Pence's book by about 1000 to one.
"
art,tates on 25 March 2018,5,"Only rating it 5 stars, because I can't give it 6, it was cute and sweet and really has a good message. Stink bugs are temporary, even if they are the President/Vice President/Congress/Judicial Majority.
"
Keith MacKay,tates on 17 May 2018,5,"John Oliver’s book teaches of love and acceptance which any child would benefit from. This is certainly the better bundo book. I loved that the proceeds go to a good cause. It’s also beautifully illustrated.
"
Miss E Smith,tates on 17 July 2020,4,"A heartwarming story, hope many people get it so it sells more than Pence's version haha...I got it to spite Pence, but after reading it it's actually a really great book. I recommend to everyone.
"
Caleb Wederquist,tates on 2 July 2019,5,"Just bought this book after hearing how great this one is compared to the other so-called book lol.  Plus all the money will be donated.  It's a great read.  5 plus stars
"
Amazon Customer,tates on 14 May 2018,5,"Marlon Bundo is the best name for a rabbit! I loved the story and it will be a book we read together at our Easter gathering. And I am happy to support the Trevor Project and Aids United.
"
Clint Smith,tates on 4 April 2018,5,"This is truly an adorable book and I may have cried *more than once* while reading it. It has a beautiful message and the artwork is humorous and playful. All-ages appropriate.
"
Amanda Corvaia,une 2021,5,"I don't have children and don't know any, so I bought this for myself. What a great little book. If I knew any kids, I'd buy a copy for every one of them.
"
LAI,March 2018,1,"This is my favorite children’s book and what I give at baby showers when books are requested. Love, love, love it!
"
Jason Nishi,tates on 15 January 2021,5,"Great story about tolerance and love for children and grown ups. Stinkbugs are temporary, but LOVE is Forever! Buy it!
"
Michele,tates on 30 April 2018,5,"This book is so adorable and amazing,  showing the life coming full circle for this cute rabbit,  and the funny jabs at politics are wonderful.
"
Nivedita Nair, September 2018,5,"LOVE this book and all that it stands for. Have one for myself and bought one for my friend's baby shower. Also love that the money goes to amazing causes. THANK YOU!
"
Kindle Customer,tates on 8 May 2018,5,"This is a wonderful book about love and acceptance. Different is not bad, different is Special! Stinkbugs  are temporary, love is forever! ♥This is the first of many copies I will be buying!
"
Booksnlaw,tates on 11 May 2018,5,"Wonderful book, with terrific illustrations.  When I read it to my grandchild (4 years old) she was surprised that anyone would object to same-sex couples. She knows many, parents of her friends at daycare. The message in the book is perhaps outdated in Norway?
"
Ana S.,tates on 3 May 2018,5,"This is a lovely book for both children and adults.  It tackles the issue of individuality and tolerance in an appropriate and hilarious way.  Well done, John Oliver, well done.
"
Mrs Monty 2001,tates on 23 December 2019,5,"This is such a great book. Perfectly written for children. What makes us different isn't wrong. Everyone has something different about them, and that's ok. Good job John Oliver!
"
Ta,tates on 25 March 2018,5,"I am such a fan of John Oliver! This book is brilliant! Not only is it a well thought out, educational, and moving book for children.... It's a fantastic f*** you to Mike Pence!
"
S,tates on 9 August 2018,5,"Very cute story.  My girls would have loved this book, when they were younger, because of all the sweet animals.  Now that they are teens, they enjoy the wit of it!
"
Amazon Customer, October 2018,5,"Good book.
"
Wednesday,4 June 2021,5,"My 2.5 year old loves it. Pictures are adorable and the story is perfect!
"
Sierra,22 March 2018,1,"I was looking for a nice book to get my son for his birthday that would be positive and teach tolerance and acceptance. So I was really excited when I ordered this book because it looked so darn cute!  But I was incredibly disappointed because while I’m not a fan of mike pence or trump by any stretch of the imagination, it just really didn’t fit into a book I want to read to my 4 year old child. I feel like it was a political book using acceptance and tolerance as the “theme”. Again, I’m not at all a supporter of mike pence and trump, but it’s not something I feel is appropriate to discuss with my preschooler. I will be more cautious next time I buy a children’s book on amazon! The description should be more transparent about what is inside the book.
"
Amazon Customer,tates 🇺🇸 on 10 March 2019,5,"Thank you, this is very well written, appropriately representative of lgbtq culture, and I'm excited to read it to my nephew often.
"
Teresa Brechlin,tates 🇺🇸 on 21 March 2019,5,"Silly to admit that such a silly simple book brought tears to my eyes...I loved it so much, I decided to another one as a gift for my niece!
"
Nivedita Nair,tates 🇺🇸 on 20 July 2019,5,"I love this book!! It will make every child that maybe different feel that it is ok to be different.  And added bonus it makes fun of the current white house bozos!!
"
Kindle Customer, 31 December 2018,5,"Teaches young and old alike that different is OK, that love is love. Plus it has the perk of tweaking Mike Pence, who is a loathesome individual.
"
Kenneth W Thompson, 22 March 2018,5,"Adorable. Love reading it to my 3 month old in front of my conservative relatives.
"
janjer1,tates 🇺🇸 on 28 April 2018,5,"Great story. Every bunny feels a little different now and then. Wonderful lesson for bunnies of all ages. Profits go to a wonderful set of causes.
"
James Broden,tates 🇺🇸 on 3 November 2019,5,"The religiosity of Mike Pence and his Evangelical following is the biggest threat to the United States . Diverse city, tolerance and acceptance should become the default . This book exhibits that .
"
Bianica S Brazda,tates 🇺🇸 on 23 August 2018,5,"This is an amazing book and I think the story of Marlon Bundo is very uplifting. I think the incorporation of voting to kick out a bad leader is also very politically relevant.
"
Kate,tates 🇺🇸 on 4 March 2019,5,"Great images, words and more. I laughed out loud at many pages. Nice to see digital version of books being almost as much fun to hold as a physical book.Well done!
"
Ashley Milligan,tates 🇺🇸 on 19 March 2018,5,"My grandsons loved the part about Mr. Paws, the very good dog. The youngest says he wants to be a bunny when he grows up. That’s a glowing review from two toddlers.
"
Rebekah,4 June 2021,5,"This is so adorable and wonderful! I love books that teach my daughter about all the different kinds of people there are in the world and how wonderful those differences are.
"
Barbara C. Svetlick,22 March 2018,1,"How do we make the world a better place? Read this book to every kid on the planet.  It's a recipe for kindness, compassion, friendship and fun.  Thank you John Oliver!!
"
J. Smith,tates 🇺🇸 on 1 June 2018,5,"Finally got my copy! Beautifully written, wonderfully illustrated, hilarious references, and overall a fantastic and moving story that I can't wait to share with my kids! Thank you, John Oliver.#lovewins
"
sBurnison,tates 🇺🇸 on 21 March 2018,5,"Charming and courageous.  Perfect for children and adults.  No matter how you eat your sandwich, it is ok.  Share and promote the idea of personal choice for each person's life.
"
Nivedita Nair,tates 🇺🇸 on 27 March 2018,5,"It is a delightful story and beautifully illustrated. I just wish Marlon had had some girl/boy couples at his wedding--after all you don't have to be gay to love people who are!
"
Kindle Customer,tates 🇺🇸 on 19 December 2019,5,"Spectacular children's book that teaches your kids it's OKAY to be different. On top of all that, proceeds benefit some really amazing charities. I would highly recommend this book to anyone that has kids or takes care of kids <3
"
Kelly G.,tates 🇺🇸 on 21 April 2018,5,"A book which shows kids that it's ok to be different.  And love and sanity will always prevail and Mr Stink bug and his boss the Orange Moron will be voted out in 2020.
"
Jill Borden, 14 December 2018,5,"Love everything about this--- the cause, the art is adorable, and its good quality kids book.  We adults can appreciate the subtleties with a wink.
"
SaraRod.,tates 🇺🇸 on 17 July 2020,5,"I hope everybunny (hehe I'm punny) that has ever felt, ""different is bad,"" reads this story and knows there are people out there that support you. Stink bugs are temporary while love is forever. <3
"
Johnston, 12 February 2019,5,"This is a great book for children and it supports a great cause. I purchased the hardcover edition to be delivered to my grandchildren. Love is love and love will always trump hate.
"
Nena Smith,tates 🇺🇸 on 22 March 2018,5,"Wonderful!  Thank you John Oliver for doing what you do and being who you are.  I just watched your show on this topic and it brought me to tears. Thank you.
"
pyewackettoo,tates 🇺🇸 on 30 June 2018,5,"Honestly, I was expecting it to be cute and well drawn but the end really did make me tear up a bit. This time of reflexive bigotry is temporary, and we'll keep moving forward.
"
carpoozie22,une 2021,5,"Daughter loves this book, we do modify the ending a little so that it’s a better teaching tool on voting. Illustrations are cute
"
Zack,March 2018,1,"This book is a great story. Shows how happy we all can be and how a bit of diversity never hurt anyone
"
Marisa Acosta,tates on 7 May 2020,5,"Cute - Cute - loved the book - I told friends about this book and several have purchased it.  A few have had problems finding it as it is out of stock.
"
Inco,tates on 28 June 2018,5,"Well worth the wait! Husband and I read this to our 10 month old last night. It's nice to have a children's book that emphasizes that different is not bad, different is special.
"
Nivedita Nair, July 2020,5,"A lovely sweet story of two rabbits finding love.  Whatever reason prompted you to buy it, it is a book worthy of being read to children and kept in your picture book library.
"
Kindle Customer,tates on 23 May 2018,5,"This is what inclusiveness looks like. Well done.
"
DAVID A KEMPTON,tates on 18 May 2018,5,"Bought to support the LBGTQ communities also we cannot stand pence. Lol
"
CJ,tates on 20 May 2018,5,"We love John Oliver and this book was a must buy for my twin 18 year olds!  It was our first bedtime story in a decade and we all loved it!
"
Sam, April 2019,5,"I know this book was originally written as a parody, but it is legitimately a wonderful children’s book with a great story, lots of heart, and some beautiful illustrations. I highly recommend it.
"
C. Edgeworth,tates on 19 December 2018,5,"Can I give this book 10 stars?? It was wonderful. A tongue-in-cheek take on Mike Pence's family rabbit. Great artwork, too. John Oliver and Co., you are fantastic!
"
P. Colon,tates on 17 May 2018,5,"Just Amazing... there's nothing else I can say about it! When time comes and I have my own children, this is definitely be one of the books I'm going to read to them.
"
Jake,tates on 8 January 2019,5,"This is a fantastic book that arrived just in time for Easter. We have a new tradition at our Easter table. Reading all about love and diversity and inclusion. LOVE this book!
"
"Rafael G. Osorio, Jr.",4 June 2021,5,"I loved this book and the message so much I bought a copy for all the children in my life. I cried while reading it.
"
Clarisse,22 March 2018,1,"Such a great children’s book about acceptance and love! I love this book!
"
Kelly S., 20 April 2018,5,"My nephew was straight, but he's gay now thanks to the Pence family rabbit. I look forward to seeing him on Broadway in a few years
"
Trip Hosley,tates 🇺🇸 on 20 March 2018,5,"Brilliant.  What a sweet and piwerful yet easy way to explain a simple concept, love for another being, to a receptive audience.  Well played Mr. Oliver, well played.
"
Nivedita Nair,tates 🇺🇸 on 26 November 2018,5,"Gorgeous illustrations, fun story...oh who am I kidding ordered this just to watch it keep climbing the best seller list and as a tribute to the “Pence family values” of not valuing families.
"
Kindle Customer,tates 🇺🇸 on 9 June 2018,5,"This story brings joy to our hearts. The political ramifications are secondary to the true message of rebellion against ignorance. Thank you for writing this story. I will share with my nieces and nephews.
"
Richard C Ryan Jr,tates 🇺🇸 on 27 April 2018,5,"Hey - anything that gives me a chuckle, supports a great cause such as LGBTQ rights and pokes fun at our current administration is a winner! Long live John Oliver...
"
Leahr23, 3 January 2019,5,"My daughter has been saying that she wants to marry a girl sense she was 4 years old so I love reading her lgbt positive stories. She loved the story and the cute illustrations.
"
Brandon,tates 🇺🇸 on 9 March 2019,5,"My little boy loves it! In our house, Love is love. I enjoy both the cute portrayal of young love and that the money is supporting good causes.
"
Crazy Horse,tates 🇺🇸 on 20 March 2018,5,"I nominate Jill Twiss for President!  Except that I wouldn't wish that job on....... wait, never mind.This is a marvellous book which everyone should read, regardless of the hilarious back story.
"
Paul,tates 🇺🇸 on 27 April 2018,5,"Concepts and words may be hard for some children and world leaders to understand. Well worth the buy to start a conversation so your child understands how not to be a stink bug douche.
"
Linda,tates 🇺🇸 on 8 September 2018,5,"This book is so cute. I don’t have kids but had to get it based on all the hype about it. It is worth it even for adults.
"
